"Aggression"	"Television"	"Video_Games"	"Sibling_Aggression"	"Diet"	"Parenting_Style"
"58"	2.19635897414586	2.04594657410834	2.2559056065031	1.81514414158417	1.89087791034298	5.3144194489782
"59"	2.71183893570163	1.74123104559802	3.07627412377195	1.43452627509788	2.37190083962005	7.4579127607346
"60"	2.16773696165283	2.05854388148019	1.90911567544726	2.09010798825188	1.79124080264449	4.70637150535483
"61"	1.95709715139484	2.20990382144744	1.58791656092987	1.50009658652354	1.86481286847004	4.35725906977829
"62"	2.36541625986104	1.93353271724432	1.98385348272085	2.46246763522972	1.56250522561194	6.83773779389392
"63"	1.81448349704585	2.10335532453214	2.03156700762028	1.9931960242143	2.14693709750154	5.31456986538786
"64"	1.87963733708489	1.86737058735624	2.08553281869805	2.19397401627934	2.1108539598264	5.01400600406347
"65"	2.401019925514	2.21530526806117	1.87811232965865	2.05144544399821	1.12119764997896	5.63066967163072
"66"	1.8522168803337	2.2252714367733	1.92820486662834	2.31071272933746	2.19183722745845	4.13680598863326
"67"	2.05331502082604	2.03172018643246	1.91921133361316	2.21930908585825	2.12143314033034	5.41267286610185
"68"	2.09120965389563	1.9507107535579	2.1509307138954	1.4453203241733	1.728928708319	5.12130989465171
"69"	1.96739686067833	1.94258947558782	2.13729147938806	2.00564118434549	2.01531622517763	5.06193315791724
"70"	1.81975995626939	2.1941192604158	1.87682722259493	1.99419909888306	2.01740480349594	5.04656745272529
"71"	1.13957634838072	1.67265004306477	1.89771475702149	2.08845440987773	2.34034719153725	4.30110347848038
"72"	1.6879983951878	1.27261012433502	1.16022433109869	1.87744025199931	2.81078317184299	4.02846289411123
"73"	1.90022247795966	1.74032732423185	1.92912457087905	1.9601769117803	1.9779720945762	4.5494407603512
"74"	2.06852053021527	2.5438946299278	1.05336894913651	1.40393769187162	1.76804478192111	4.14126013856427
"75"	2.73747074409915	2.05104538314415	2.06804260639391	2.74247894603237	2.36075292821479	5.92431970632751
"76"	1.36472984663585	1.1665525053394	1.12391822838342	1.37143010362472	2.11369166485065	2.86583066922203
"77"	2.03447947707882	1.84418436203771	2.18473773798137	2.24113489153535	2.37348734418989	5.77001467872395
"78"	2.05931711653778	1.54627570832026	1.78995180274514	1.77536672953416	1.98059786171064	3.84480692498711
"79"	2.16071401292256	2.4221434109665	1.84474127705022	2.49078468568553	3.185019509823	6.78084550279416
"80"	1.72328605580409	2.01945977331788	2.0219944279144	2.51374915697894	2.04936875869088	4.40409840314878
"81"	2.14692525140844	2.01666777766885	1.7565039600067	2.14285691141523	2.21260192966937	5.20052018649947
"82"	1.91824721947856	2.08005272524859	1.47937953942644	2.00706766459547	2.41370968944845	6.66796938605824
"83"	1.67068708518749	1.90289436875125	1.79973120578937	1.97170948836298	2.33712768554225	4.5259000589659
"84"	2.03823083026514	2.00556809352118	2.03536355611176	2.02165438055334	1.96638425387347	5.12694836385859
"85"	2.11337545516354	1.89112929883795	2.23587116010505	1.98550374295046	1.93693737050134	5.36202187531367
"86"	1.99427291616999	2.03868812561734	2.19970842199151	1.44072706298281	2.0344742174145	5.40982077975981
"87"	2.38850821479176	2.15521365816351	1.87830387671765	1.84313068205929	1.5979564651503	5.44693762963396
"88"	2.6188467218882	1.56972478129824	1.9108685246529	1.89242904012644	1.22453028290311	5.29832594173142
"89"	2.18691301856756	1.72290241183084	2.15011347119358	2.42716089795712	2.16360774158046	4.31565423683691
"90"	1.84718938588678	2.19520398320961	2.08844807038017	2.3623779341377	1.95527635811357	5.5516733414787
"91"	1.81776946522456	2.01886117389047	2.09871041011713	1.98694226118116	2.25823292268888	5.10457502953554
"92"	2.27371067693951	1.90430001838367	1.48427162428956	1.53592657994753	1.86837261183927	4.09970885219593
"93"	1.8495019812978	1.84394410704404	1.9982791314236	1.52071210256258	2.02106300580418	5.43839935911968
"94"	1.91640043021048	2.00989116540289	2.33737824758762	1.72754675078006	1.91830198176844	5.06153839784047
"95"	2.19034050733998	1.32910101071363	1.83291182760443	1.94375552546428	2.41599685430528	4.73387607580951
"96"	1.89105348469318	1.77751816103803	2.04888608194112	2.05794629036142	1.85765882859274	4.57570713035761
"97"	1.9992491147893	1.7305022889136	1.71926272837568	1.9884792695921	1.6536046148765	4.50672377508159
"98"	1.71217875396129	1.03779675112871	2.34419070739052	1.8703251709792	2.44425037047785	3.4498549326738
"99"	2.14121678462481	2.98161510979415	1.67781201501245	1.81542282836227	1.99505260229708	8.99325610649386
"100"	1.64841987702157	2.00930338956292	1.95694037658461	2.23974678430131	1.92768666700672	4.61856626303763
"101"	2.5426697346237	1.89442203521715	2.43559126424315	2.4255046000535	1.66635363908026	5.62536380874791
"102"	1.71607663651728	1.64088622399385	1.80019475849839	1.50721444175685	2.20971433510502	3.52274566429679
"103"	1.87760809502676	1.52546971749282	1.75147699539733	2.14418635944437	1.38091280988688	4.20344876572433
"104"	1.93569967521416	2.10672708110282	1.99707675987159	1.97786751763963	1.62901689396902	4.43543996198783
"105"	2.31884555291715	1.81788395512529	1.25188062395521	2.01693652030362	1.74177967765405	4.87758597170759
"106"	2.08755795156387	1.9887681289096	2.21085322030176	2.21254823598369	2.27976505942194	4.9542540243422
"107"	1.87045209372991	2.09824460559744	2.05994626430962	1.937794813015	1.96840890667558	5.17885781411663
"108"	2.14268526015333	1.91660769332047	1.73877196674557	1.74338181384068	2.07254535783639	5.340118656404
"109"	2.15065377480617	1.98156253596198	2.18835710250212	2.02965414260491	2.0692797059109	5.97183076604294
"110"	2.04232247316671	1.91401224989518	1.99988054017839	2.12528489716478	2.04683529252375	4.90362682047459
"111"	2.60247675005449	2.15691915407605	2.09339765124249	2.25508290841005	1.85661845035537	6.68781180820665
"112"	1.98057141024239	2.07665805682485	2.21854931854267	2.02845162691464	1.98165851674938	6.66158308234726
"113"	2.00353350402166	1.87786941979274	1.37265799908773	2.07315292501139	1.75129411645598	1.19312583189202
"114"	1.97270340754728	1.79126092432317	2.32866249793858	2.18571457427851	1.95531872682947	4.99865992056059
"115"	1.58027145221505	1.8099930695305	1.70101949299051	1.79343969839029	1.95707256583516	4.28091655397507
"116"	1.89290041508872	2.01083360928394	2.32632897408334	2.27063814272503	2.17999422850808	4.39759902087124
"117"	2.19606180031364	2.27980542917059	2.29278958659221	1.7178583268455	2.16187013795792	6.79772725789581
"118"	1.55268203198155	1.21006929039068	1.59468775591758	0.91649764774872	1.17508875240116	1.98621848360816
"119"	1.76832373734106	2.07442407770428	2.01046874196228	2.01037227134831	2.34907810127247	5.97062905280758
"120"	1.94617944489563	2.22471324798845	1.93770791305875	2.00632058474511	1.99413670408297	5.28385824066065
"121"	1.89367314227302	1.87406431675567	1.80429776104329	1.7388045779473	2.35943255589775	4.75417487586515
"122"	2.04206253542241	2.09270110617946	2.06806226258547	2.21621491105259	1.70307199356803	4.9909028211827
"123"	2.00367842345972	1.95281152375007	1.80374076058513	2.28391725973386	2.11240741099996	4.93655138938251
"124"	1.95905325074848	2.31547730884619	2.34209641935231	2.24151312311488	2.47185512412586	5.15473342874606
"125"	2.30965378789123	2.34164712947318	2.23489467598994	1.29075161770215	1.7671085455787	3.54459598935772
"126"	1.93709478030591	1.81656880301701	2.07437419641784	2.30606888545424	1.89277965420056	5.38249522918057
"127"	1.94886583224009	2.13266421329444	2.0036519773223	2.03008818451811	2.06481717119785	5.17094747992671
"128"	2.11595870426935	2.72905658679041	1.79221334740816	1.64784206095464	2.66820418482947	7.98210307433074
"129"	2.09827062380026	2.28871029023546	2.05625650717524	1.64455766406358	1.76692289556374	5.9533725443655
"130"	1.91371005761475	2.50091844712484	1.90375359710975	2.18748356017278	2.2777935453106	6.51540596865306
"131"	1.92207599052722	2.07151894179079	1.78211205361115	1.78438583511349	2.08288751990549	5.31374654653666
"132"	1.91779298413675	2.01633758941631	1.91409500765326	1.74256580638082	1.80027967497634	4.41921840741916
"133"	2.09222791120281	2.09123137176836	1.75623260951377	2.16767346178179	1.80182296098826	5.60240936563134
"134"	1.99001429199082	2.36798941035324	1.8295553209517	2.35930177090622	2.06388095816434	6.53338229897819
"135"	1.97363815936469	2.03923265507078	1.42872087202633	1.40411893799202	2.05266293830154	4.27396519124844
"136"	2.31226419412855	2.36637620547148	2.04635245328086	2.13905908945093	2.25527216711715	6.43784924516964
"137"	1.61191426368609	2.14480970263044	1.59246742507086	2.89656224121339	1.67205795318784	5.19707064811402
"138"	2.16430658602385	1.72933713031956	1.91540675798675	1.67438707811909	1.95619983254006	4.3326157825899
"139"	1.58903452550984	2.27501941827004	1.48504898493734	1.8388324199706	1.27676707923628	3.94161007720813
"140"	2.15278548681196	1.723429564805	1.64424769406555	2.10708565073558	1.67978098905341	4.80918541691108
"141"	1.92531269308837	1.95541066353906	1.96160896883749	1.97487792800876	1.97356521797315	4.9776561019148
"142"	2.07861504572649	2.2220565219406	1.92777942551141	2.25736028008259	2.36017516107164	6.36805374531147
"143"	2.17005473575766	2.25079225829187	1.91999823299319	1.79548984639686	1.29855781460946	6.17135895518013
"144"	2.63830672201004	1.72630906740112	2.85322736358556	2.13936517377129	2.45285635945574	5.4549402713862
"145"	1.70030468917053	1.84744075732376	1.77553001258783	2.12285100601078	1.9220450645896	4.04445578244822
"146"	2.01338142284683	1.91402353933511	2.01209121043701	1.98529078951064	1.98294046212068	5.06701616085089
"147"	1.99717537870872	1.94032840956915	1.89621290753054	1.93320952995561	2.0323300682956	5.35231323022098
"148"	2.37233834054907	2.23049469644556	2.18784002202039	2.59496238921543	2.38994087087297	5.78438456686629
"149"	2.08875017421841	2.24758929852341	2.01873163326264	2.19175369818402	2.33390588574624	7.0555113336728
"150"	2.61582795592774	1.82054745569991	1.85618365228188	2.33700279303566	1.40074754759058	3.9665105683466
"151"	1.85961753378315	1.74291308802166	1.71079751268868	1.84956466413729	2.07326813764418	4.63526392134508
"152"	1.88516225125694	2.01848496892343	2.43456722200089	1.62537117208845	2.20893330813777	4.97751433695259
"153"	2.00198167071709	2.08868416425133	2.07136987865945	1.93636652848518	2.29597172876252	5.81962015225661
"154"	1.92976840656914	1.90943077101054	1.93139477968088	1.89258838132418	1.81657626950976	4.73969201130698
"155"	2.68745403374847	2.44384631715416	2.17352642793928	2.43550110237589	2.69894069190452	6.67441704907857
"156"	1.87671886637473	2.17034870207112	1.91341984733213	1.94583098648119	2.0021645003963	5.34066368028643
"157"	3.12746608019465	1.93165411914855	1.91967227725201	1.39233228798586	1.48690869927327	4.34893559610222
"158"	2.17438525875711	2.43561022327166	2.17094873940254	2.25029506810358	1.63336456628044	5.88666303881077
"159"	2.05054666705436	2.52664800781944	2.26563556598334	1.87402408833101	2.6449872381959	5.43213291077185
"160"	1.64550036374739	1.65105841561642	1.88636724559071	2.07822858383746	1.94684720117277	4.13570352903166
"161"	1.88024765457983	1.97610274842979	2.16826188233072	1.9404087575103	2.10831929436634	5.50548964755978
"162"	1.8731372749623	1.67377172159621	1.89553488644861	1.87222834957237	1.9754711565338	4.70102641157909
"163"	1.31810652210602	1.9970712278267	2.42485389007457	2.24109160586229	3.22383019956642	5.29933534486415
"164"	2.39517977306577	2.21567519186489	1.96273345420394	2.32719049723433	2.07701763620841	4.69657771266804
"165"	1.97564774855725	2.07691377377084	2.05660218398524	2.0983083904277	1.76374019077879	4.64180287962159
"166"	1.58892242700124	1.906644215141	2.29248205366384	2.06163957665948	2.47276325028425	5.2780364673721
"167"	1.75475968354166	1.39874914088352	1.15187407647457	2.04173801385395	1.43238312185494	3.83701764548258
"168"	2.07096084799642	2.14674227227799	2.00042116873438	1.85204248112643	1.94264907255477	5.5915977963108
"169"	2.85163672856928	2.07924011600582	1.07424897064791	2.73712283097629	2.02956872536917	4.24530107492917
"170"	1.93860202098367	1.48458203062369	2.68412173731567	1.82757342688056	2.04730239717879	4.91541726567508
"171"	1.78285239437605	2.1079927956175	1.88147830222833	1.91521054173745	2.01348767024917	5.41467315496232
"172"	2.03667454140541	2.11769393054476	2.62612555586918	1.95891127656112	1.48884289247472	5.09891945912897
"173"	2.329481959531	1.19552200428277	1.57871761886839	1.78161572004023	1.80138527222155	3.83969380786906
"174"	1.91019533163608	2.35091869253012	2.32229391934594	2.28825443256357	1.92216111242072	5.32950514384502
"175"	1.99438027281989	2.27114464631825	2.65142226049081	0.9193823637009	2.32861799817266	7.88966816917438
"176"	2.04864348703933	1.97136146393954	1.94615220065048	2.00774953128538	2.03921348379683	4.99601961029796
"177"	2.17804487571511	2.20461893341205	1.70248768168893	1.97509502605775	2.30519064983506	6.45707702144722
"178"	2.39341975433279	2.03924886271844	2.1835437819454	2.0432863729518	2.2892055501564	7.1414927187044
"179"	1.99521083299874	2.58886157517297	2.23017856532367	2.76527431444503	2.45670634641929	6.14760850220875
"180"	2.02620559007205	1.95371621803484	1.86453778725844	2.11531034210663	1.95298246263328	4.89020496447046
"181"	1.76774018208175	2.33407404467556	2.16237695928332	2.32184566919014	2.32661342400832	7.03161248824989
"182"	2.80693985010344	2.14365203709196	3.24081480822969	3.10367128750231	2.79290601072993	4.97865920380117
"183"	2.14638221492946	1.86651207254427	2.17820611471048	1.99867376026057	2.033872056408	4.74337515443133
"184"	1.78021744057969	1.84729184699198	1.91468210405471	1.74757476981008	2.18313008624921	5.48042163560421
"185"	2.28361462395666	1.78459148189129	1.95210789904163	1.89892302487436	2.11393302869216	5.1442028758425
"186"	2.17408430074236	1.96298573447952	1.91312501790596	2.06145773780837	2.02113554868414	4.52887262510143
"187"	2.52831598642253	1.66295638023997	2.31479036253409	1.96026051077894	2.5604182584803	5.03803481204662
"188"	1.41793192345602	1.82437692809797	1.94220026449444	1.90554924877718	2.23128276680526	2.98100151549043
"189"	2.0226605014594	1.81941974508984	1.80795882780498	2.09733318984954	2.59131659398112	4.84212895313637
"190"	1.88081264350006	2.03356060397339	1.77557848938177	2.14466600991428	2.01293801686247	5.02273160385598
"191"	1.93596546546724	2.1528854039977	2.09748271482576	2.03629272027552	2.16754654992692	5.26234958478576
"192"	2.09577676086721	2.1089843372632	2.14082380596085	1.88616520587356	1.96816109075269	5.6242244288483
"193"	1.95333216959727	2.14471557316396	2.1079858703886	2.05101881400879	2.26147882854018	5.44478717232669
"194"	1.85236100580381	1.73378925026792	2.20426152355484	1.61197315358637	1.84122792601172	7.12287020278319
"195"	2.10717456015133	2.08330444531985	1.94853830903406	1.70300362834192	1.86031011643531	5.02760011149982
"196"	2.13827714926528	2.19620159232211	2.56632951460671	2.22085410370324	2.23537016397457	4.99992756161639
"197"	1.86357826668274	1.59123207921784	2.1276756586894	0.56687343484388	1.73562771280924	4.960532344843
"198"	2.13328422441449	2.0400060241481	2.11152396541536	2.27785808229421	2.26989842530304	5.27577394486377
"199"	2.58104835715147	1.26376634965751	1.48923783733569	1.80516059158667	1.24588064467692	2.15451578838335
"200"	2.74850186452123	1.53761710629144	1.28633958590429	2.31992603045399	2.15870220140722	3.67348146462229
"201"	2.49697041672359	1.77878198833291	2.62125888970735	1.95535446453667	2.39871355691414	4.4194228429901
"202"	1.83702105546907	1.97092980639779	1.96449276073236	2.10206848189877	1.98362743932236	4.65190494844459
"203"	2.00200252574267	2.27714410713534	2.02872278354852	1.8515593509805	1.72799424509552	5.28823181978169
"204"	2.6264143072696	1.88247391164023	1.97895653057126	1.87110092658816	1.98380797704703	5.10170974976044
"205"	2.4033431541323	1.86848908941153	1.9451091491584	2.22348126828669	1.73078688011657	3.79044933446403
"206"	1.47407901584251	2.14991128404734	2.01888278703865	2.24867418327702	1.98577827245137	5.51257235517965
"207"	2.20817239346217	2.0879125363709	1.77926057520425	1.93987961373816	1.70991830034545	4.89466387789864
"208"	2.12759905097705	2.14185396267387	2.14197170421268	1.80452002051167	1.6809105592029	4.78993502302765
"209"	1.86600541218911	2.00704227412035	1.94607462929372	1.94017165366856	1.98569843398205	5.1660155200777
"210"	2.29527660033859	1.85488080513764	1.95919605503638	1.68721407742071	1.94502173871982	6.30362166110711
"211"	1.99967997324676	1.58585607003475	2.37591453157915	2.08376098480408	2.4515521488799	4.63961809408848
"212"	1.69877309656429	2.38493111964415	2.06967179427997	2.38346597018723	2.5813576402605	6.03080254789672
"213"	1.97966680744609	2.0584600829639	2.10857495296273	2.12089273063526	2.09098529428463	5.50605314579317
"214"	1.53259707145939	1.77028720202419	1.89029094032789	1.57668207133245	1.75812568024743	5.03301452391945
"215"	2.10177197624764	1.98354784466268	1.93374534591375	1.90654675845118	1.92045237054266	4.22634647606647
"216"	2.33552506131915	2.42198846323607	2.87897389589597	2.01007380419328	2.43190347339686	6.98546501150267
"217"	0.70439157208336	0.53987557077048	1.00038667213606	1.66775417339253	2.2129132115058	0.77929962638482
"218"	2.12970097261999	1.86504204117273	2.10804839850722	1.52275495222408	1.91743676561477	4.56636076354189
"219"	1.66172538803589	1.34818672974426	1.40637430835013	1.91224313891567	1.55289758410905	5.26665353841781
"220"	1.80667086172077	2.24595816075408	1.70456489733175	2.06868060673469	2.01248945678909	5.52613497805923
"221"	3.13803195091591	2.26096138661104	2.67193619707268	1.77949779751076	0.71509722535929	4.02128424046919
"222"	2.19448732174024	2.15333901983093	1.79995062600611	2.27424643066904	1.87355555805121	4.29542027683045
"223"	2.36454458501816	2.01860758868674	1.87726448295281	1.66772318766029	1.82374314099328	5.64974723189581
"224"	1.5974720249512	0.93683665733572	0.94915727271523	2.28513457419518	1.77131918748239	1.98569926337287
"225"	2.32361395361345	2.37470079204443	1.97485086606895	2.32300666796622	2.43209109739389	7.1482582898097
"226"	1.94275305855141	2.45128642394348	2.14117320483723	1.51720045984746	2.0622292609848	6.3387161540676
"227"	2.03604655101737	1.91213067224124	1.76499234706424	1.75489123883158	1.8747035328013	4.51306446059476
"228"	1.80475295473462	2.06660619748884	2.19600847397739	1.99316200336969	1.75327906329934	4.36138556600019
"229"	2.01874415280854	2.75620618459418	1.60294067573191	1.43485398873152	1.65404178225479	5.03714405815299
"230"	1.84949206940776	1.57989645775073	2.1259547238494	1.91790688553819	2.48778465715389	4.17036427753054
"231"	2.00768372802192	1.93181313426771	2.08830125848369	2.03021963307265	2.06625407394504	4.76573989424782
"232"	2.65742796603432	1.99475970286695	2.32289696478303	2.00695604565536	2.17160242806646	5.65481935524057
"233"	2.46466726146722	1.6685426371214	2.61034194291509	2.36359313521928	2.1994244876879	5.40559881345524
"234"	2.06780501529651	1.94641817504969	2.07905799221764	2.04637191300856	1.87618906449312	5.04660594407793
"235"	2.41458340601727	1.62985391882671	1.26347400544392	1.99931548224386	0.99744192584786	4.86797660487037
"236"	1.89078326785166	1.98362308183925	2.31195158776721	1.78445000379569	1.79776469568594	3.95921722630665
"237"	1.71506869192328	1.40669632176013	2.16800554927048	1.79691232449661	2.22057701560237	6.30537945204461
"238"	1.75194424232687	1.97721652742785	2.18147761853261	2.55269589937293	2.20171464706259	5.63133314033004
"239"	1.72523258150412	1.83281412122578	1.60250812807577	1.97413134925119	2.30994833143549	5.68129384851796
"240"	1.80302318800434	1.67350993214225	1.35229481204203	1.60765682124112	2.48866703286764	5.55983534380741
"241"	1.62250660086898	2.01939233407651	1.82042096494213	2.3270945919282	2.2652647162366	3.76874969475008
"242"	2.5482264479262	1.80313512019786	2.80304161517964	2.06910318287806	1.55515055869637	7.63423247974978
"243"	2.34787979334648	2.27198826134515	2.15516725085005	2.21714463523038	1.86570290498378	3.54830433930047
"244"	2.03502429463921	1.78132517658113	2.05286765410064	2.05351976725035	1.81716822393896	5.35560469120715
"245"	2.01812442753875	2.0145653223496	2.02423899548252	2.06145582705602	2.09056595254692	5.5059673963834
"246"	1.82861780084408	1.5267475177134	1.96433900672576	2.22885623441403	2.9611816982117	5.4303983709289
"247"	2.05583918292996	1.88468078702446	1.98835714149764	2.28000857742877	2.04118801339981	4.72899250950034
"248"	1.59645218752224	1.68543771494689	1.5214375154209	1.86528716177028	1.8187341110508	2.88754678430196
"249"	1.84797717818931	1.78485543728864	1.87154209012752	1.64042762129164	1.74244079050734	4.27216995149675
"250"	2.0569314074184	1.94906959743383	2.00915081852747	2.17674357575121	2.25058382792934	5.73364622943301
"251"	1.92907280783702	1.24540390734203	1.9857646267231	1.99999428359369	2.16957818315668	3.13837101969422
"252"	2.03818697025681	1.97532972719294	1.97484150887073	2.01361487216219	1.96382933609376	5.10225928349527
"253"	2.03772334216489	2.03137559406497	2.0690079740743	2.03648850753147	2.01465056800491	5.00330476694285
"254"	2.20529504832629	2.02042464246785	2.04867683344925	2.1018956211402	2.23440788920809	5.31927095878827
"255"	1.91093658224155	1.22819542918176	2.07730080695599	1.59252511402167	1.52378506238277	2.17571412863433
"256"	2.21912528431188	1.33857624297264	2.81936804998582	2.35346910242676	2.12463869156559	2.8384879343448
"257"	1.9903751501638	1.97641117833021	1.82331142054251	1.99171368265158	2.00564331857675	4.68552865719903
"258"	1.82159864995049	1.68469733535358	2.40516068742607	1.84156361077984	2.0283409220935	4.03127688338816
"259"	2.08317342963049	2.25074711962823	2.43680616386529	2.1361589005876	2.33910313020697	5.07457362845926
"260"	1.98040485779395	1.98837616250267	1.93475137809153	1.98915958424095	1.9203836848487	5.11903310469032
"261"	1.65265925185025	1.55064722445667	2.03591855737599	2.55223506517671	2.60696831158922	5.31521268057259
"262"	2.36652421532719	2.23996916757559	2.5631931366542	2.22041680128268	2.42977751996042	6.0185808647738
"263"	1.76465850810615	2.46438887231089	1.97995029524636	2.16057627918325	2.14095136137221	5.66495671273355
"264"	2.04679284165444	2.47179552539711	1.91067607387483	1.88441985602062	2.31335155303372	5.99842744982714
"265"	2.31770605342889	2.5868296685759	2.25710267996443	2.12580071609193	2.0505687757127	6.38974269773658
"266"	2.58686053096782	2.62654088062267	1.74061361757302	2.39270286476394	2.21050965510688	4.66831562721142
"267"	2.21360983157433	2.23207841937354	1.24438901849782	1.45955781591958	1.87649761909001	5.68992360113228
